Domain Code,Domain,Area Code,Area,ISO Currency Code,Currency,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2014,2014,,101.1000884,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,2,Afghanistan,AFN,Afghani,5540,Standard local currency units per USD,2014,2014,,57.2475,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2014,2014,,0.753730737,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2015,2015,,0.901658962,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,2,Afghanistan,AFN,Afghani,5540,Standard local currency units per USD,2015,2015,,61.14346154,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2015,2015,,102.7692716,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,100,India,INR,Indian Rupee,5540,Standard local currency units per USD,2015,2015,,64.15194446,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,100,India,INR,Indian Rupee,5540,Standard local currency units per USD,2016,2016,,67.19518591,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2016,2016,,104.769117,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,2,Afghanistan,AFN,Afghani,5540,Standard local currency units per USD,2016,2016,,67.86608577,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,2,Afghanistan,AFN,Afghani,5540,Standard local currency units per USD,2017,2017,,68.02690408,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2017,2017,,105.4551621,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,100,India,INR,Indian Rupee,5540,Standard local currency units per USD,2017,2017,,65.12156865,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,100,India,INR,Indian Rupee,5540,Standard local currency units per USD,2018,2018,,68.39784018,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2018,2018,,121.8240689,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,2,Afghanistan,AFN,Afghani,5540,Standard local currency units per USD,2018,2018,,72.08324718,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2019,2019,,0.893276257,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,2,Afghanistan,AFN,Afghani,5540,Standard local currency units per USD,2019,2019,,77.73794918,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2019,2019,,150.0362538,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,100,India,INR,Indian Rupee,5540,Standard local currency units per USD,2019,2019,,70.41996909,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,100,India,INR,Indian Rupee,5540,Standard local currency units per USD,2020,2020,,74.09956688,X,International reliable sources,Data from IMF
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2020,2020,,161.8384797,X,International reliable sources,Data from IMF
PE,Exchange rates - Annual,2,Afghanistan,AFN,Afghani,5540,Standard local currency units per USD,2020,2020,,76.81353644,X,International reliable sources,Data from IMF
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2020,2020,,0.877475207,X,International reliable sources,Annual average of UN Operational Rates of Exchange
